1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.010224,0.079498,0.037405,0.177749,0.711596,0.426753,0.468446,0.050077,0.58113,0.107143,0.009186,0.584892,0.0,0.539143
0.007564,0.079498,0.095503,0.17816,0.701883,0.421722,0.486795,0.047918,0.581547,0.142857,0.009332,0.58001,0.009174,0.537666
0.008205,0.08159,0.035814,0.185221,0.706954,0.434744,0.489019,0.048483,0.580546,0.035714,0.008457,0.581913,0.018349,0.539143
0.006667,0.08159,0.042181,0.172265,0.70343,0.420835,0.475118,0.048021,0.581046,0.107143,0.009915,0.578934,0.009174,0.537666
0.00859,0.079498,0.044568,0.173362,0.705837,0.412548,0.463998,0.047301,0.577375,0.178571,0.008311,0.579265,0.009174,0.539143
0.006603,0.077406,0.040589,0.173499,0.709619,0.436224,0.481512,0.04545,0.577042,0.142857,0.01079,0.585471,0.009174,0.539143
0.009679,0.169456,0.038599,0.174184,0.710049,0.431785,0.482068,0.045193,0.577542,0.071429,0.007437,0.581665,0.009174,0.536189
0.009455,0.165272,0.037008,0.174184,0.707642,0.427049,0.485961,0.043959,0.577709,0.071429,0.006416,0.581665,0.0,0.539143
0.005962,0.165272,0.038599,0.17487,0.704891,0.426458,0.476786,0.042365,0.574789,0.071429,0.010061,0.57579,0.009174,0.539143
0.010256,0.16318,0.039395,0.175967,0.703946,0.428233,0.47484,0.04144,0.576041,0.071429,0.008895,0.580672,0.0,0.537666
0.011218,0.079498,0.037008,0.177543,0.703688,0.435336,0.495135,0.041645,0.56895,0.071429,0.006853,0.57397,0.009174,0.537666
0.008045,0.087866,0.036212,0.1772,0.715808,0.415212,0.493189,0.040103,0.569784,0.035714,0.009332,0.57306,0.0,0.539143
0.011442,0.077406,0.038599,0.175281,0.710393,0.426458,0.489019,0.040206,0.572203,0.178571,0.007582,0.576452,0.009174,0.537666
0.008301,0.177824,0.037803,0.175418,0.717098,0.441551,0.48179,0.039537,0.57187,0.178571,0.007437,0.576452,0.0,0.537666
0.010673,0.16318,0.037405,0.175281,0.715894,0.434152,0.495691,0.038406,0.568616,0.071429,0.00802,0.572481,0.009174,0.537666
0.009071,0.165272,0.038599,0.175418,0.721912,0.419651,0.47901,0.037121,0.574372,0.107143,0.006999,0.576204,0.0,0.537666
0.011314,0.073222,0.033824,0.175213,0.717356,0.411364,0.47345,0.038098,0.571953,0.107143,0.011082,0.572563,0.009174,0.537666
0.009615,0.077406,0.038201,0.175487,0.727929,0.427641,0.524326,0.037789,0.570702,0.107143,0.007145,0.571653,0.0,0.539143
0.010609,0.075314,0.040987,0.175555,0.719677,0.405741,0.514874,0.037069,0.570284,0.178571,0.006853,0.570908,0.009174,0.539143
0.009455,0.08159,0.037803,0.172608,0.723889,0.40071,0.480956,0.036967,0.56945,0.107143,0.008166,0.57215,0.0,0.537666
0.010128,0.079498,0.040191,0.172882,0.721654,0.443326,0.488741,0.036041,0.567531,0.178571,0.008457,0.569171,0.009174,0.539143
