1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.062195,0.011301,0.01258,0.167189,0.165806,0.002547,0.001469,0.045733,0.099378,0.182892,0.118183,0.105203,9.6e-05,0.406387
0.051131,0.001282,0.013249,0.196113,0.168275,0.002739,0.002549,0.044115,0.118536,0.244624,0.120299,0.10515,0.0,0.404036
0.047139,0.010618,0.0115,0.171115,0.167826,0.00201,0.002552,0.045382,0.101178,0.044276,0.119521,0.098408,7e-06,0.395242
0.055012,0.072221,0.012179,0.136783,0.197789,0.002701,0.002519,0.042547,0.095225,0.06832,0.118578,0.089025,7e-06,0.382983
0.05017,0.001156,0.013434,0.116461,0.214286,0.001313,0.001335,0.040942,0.090804,0.056416,0.116208,0.087655,0.0,0.377056
0.059053,0.007903,0.009463,0.175816,0.246213,0.00153,0.002465,0.04118,0.090671,0.074389,0.115622,0.087796,0.0,0.376471
0.058351,0.013762,0.008496,0.218793,0.23297,0.001205,0.001724,0.037103,0.090597,0.038253,0.11514,0.087236,0.0,0.361059
0.061296,0.022016,0.007272,0.260734,0.21827,0.001754,0.002055,0.037304,0.091724,0.022444,0.113822,0.087188,0.0,0.363274
0.051981,0.008749,0.01222,0.299666,0.193581,0.001682,0.002729,0.035172,0.089765,0.009693,0.11509,0.08574,0.0,0.360976
0.055493,0.001361,0.013074,0.273986,0.194815,0.003492,0.002637,0.034018,0.088757,0.022867,0.111336,0.085469,7e-06,0.350936
0.060088,0.003697,0.017826,0.329845,0.247447,0.001858,0.001423,0.033779,0.085695,0.007246,0.110654,0.083612,7e-06,0.3547
0.056404,0.069051,0.008383,0.303491,0.286388,0.002124,0.001417,0.03255,0.08611,0.022632,0.108547,0.083052,7e-06,0.350525
0.056934,0.007302,0.006131,0.299136,0.271238,0.002727,0.002545,0.031547,0.094267,0.077777,0.105998,0.090544,0.0,0.344162
0.057107,0.253552,0.011531,0.290407,0.292616,0.001568,0.001739,0.032212,0.085518,0.15739,0.105396,0.081233,7e-06,0.344722
0.049763,0.021372,0.01511,0.262242,0.309393,0.001836,0.002681,0.030493,0.082841,0.126617,0.104843,0.077912,7e-06,0.339332
0.058511,0.001262,0.011922,0.276573,0.312928,0.003065,0.001825,0.029979,0.082803,0.07246,0.104464,0.078703,7e-06,0.33762
0.053842,0.00131,0.006995,0.259841,0.34233,0.002394,0.002075,0.030857,0.079465,0.047052,0.103018,0.077829,7e-06,0.337925
0.056873,0.027139,0.007149,0.266648,0.344518,0.002508,0.005418,0.030694,0.081176,0.078389,0.102473,0.077804,7e-06,0.331058
0.055394,0.001225,0.01149,0.271712,0.332342,0.00119,0.019169,0.030455,0.090684,0.045217,0.100424,0.087829,7e-06,0.3257
0.054174,0.012614,0.012611,0.288259,0.292896,0.002101,0.008629,0.028536,0.081481,0.100127,0.101463,0.077492,7e-06,0.33054
0.051562,0.001424,0.014195,0.230445,0.360397,0.016364,0.000935,0.029176,0.079148,0.033972,0.099688,0.076814,0.0,0.325439
0.059916,0.017829,0.009124,0.29296,0.37493,0.008784,0.001802,0.027031,0.07881,0.033831,0.098233,0.074828,7e-06,0.314295
0.051106,0.001695,0.007684,0.256361,0.341656,0.000834,0.001655,0.027194,0.085392,0.063238,0.097206,0.0819,0.000215,0.322102
0.057575,0.011936,0.010512,0.261012,0.385535,0.00122,0.002245,0.027106,0.07691,0.055804,0.094828,0.074745,7e-06,0.318866
0.056084,0.005314,0.008414,0.287408,0.391034,0.001181,0.000828,0.026304,0.078407,0.056321,0.095078,0.074896,4.4e-05,0.307678
0.043468,0.082978,0.011911,0.265738,0.39339,0.001513,0.003688,0.025865,0.075176,0.137957,0.094092,0.071366,7e-06,0.313267
0.059361,0.018185,0.009443,0.260911,0.358882,0.002338,0.011509,0.024736,0.073052,0.174987,0.092405,0.071073,7e-06,0.312147
