1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.122516,0.024408,0.029484,0.016238,0.000642,0.010885,0.014628,0.026959,0.131235,0.023928,0.123982,0.262559,0.003518,0.023529
0.151205,0.010751,0.03317,0.005838,0.003714,0.01536,0.013437,0.052269,0.26926,0.025796,0.186199,0.108436,0.001142,0.008403
0.215548,0.014017,0.03317,0.02165,0.00081,0.010449,0.011584,0.028704,0.033988,0.014858,0.152857,0.02822,8.7e-05,0.245378
0.117104,0.021702,0.014742,0.024163,0.001452,0.012682,0.012117,0.021916,0.022664,0.011371,0.142961,0.019483,0.000173,0.018487
0.144203,0.0677,0.034398,0.00866,0.001192,0.011379,0.009735,0.02308,0.014896,0.018493,0.083006,0.010479,2.8e-05,0.016807
0.133833,0.019305,0.529484,0.011946,0.004401,0.011478,0.011778,0.02531,0.052845,0.013935,0.131434,0.050528,0.000106,0.016807
0.129783,0.032217,0.022113,0.018055,0.001574,0.008807,0.010572,0.022886,0.009409,0.013343,0.106843,0.00779,1.9e-05,0.27395
0.112373,0.037692,0.023342,0.007964,0.001727,0.010619,0.018614,0.016486,0.007464,0.015792,0.114175,0.008241,0.00023,0.445378
0.132887,0.020187,0.02457,0.006263,0.001635,0.011505,0.012536,0.020559,0.009709,0.014607,0.115865,0.012872,1.8e-05,0.020168
0.14462,0.015258,0.028256,0.018712,0.001223,0.01336,0.011177,0.019589,0.008038,0.013912,0.115744,0.007925,2.6e-05,0.021849
0.118429,0.017406,0.202703,0.012101,0.006067,0.01002,0.012809,0.019977,0.145953,0.015394,0.129986,0.265075,0.000101,0.020168
0.300632,0.01938,0.022113,0.018712,0.004646,0.011156,0.011287,0.020656,0.232985,0.030719,0.241476,0.095495,3e-05,0.011765
0.144582,0.065266,0.012285,0.007693,0.001971,0.012405,0.013911,0.022401,0.013347,0.022071,0.11324,0.005312,0.000249,0.247059
0.131903,0.188288,0.029484,0.007423,0.002246,0.010742,0.010722,0.044123,0.006942,0.016214,0.124102,0.01016,0.000133,0.015126
0.128458,0.014017,0.528256,0.007771,0.002369,0.015677,0.010792,0.022498,0.006919,0.016442,0.113934,0.009914,1.6e-05,0.015126
0.120207,0.030529,0.036855,0.008853,0.004524,0.012066,0.005022,0.020656,0.01634,0.027528,0.105848,0.011403,0.000246,0.015126
0.187843,0.014625,0.015971,0.017939,0.002323,0.013,0.008523,0.017649,0.010514,0.01594,0.129081,0.015476,1.8e-05,0.736134
0.142311,0.035296,0.022113,0.008931,0.002904,0.011227,0.020546,0.021431,0.026782,0.015644,0.194828,0.03059,2.6e-05,0.011765
