1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.004298,0.0,0.2,0.098151,0.027397,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.179232,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.210526,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.214794,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.213371,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.243243,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.284495,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.302987,0.013699,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.295875,0.013699,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.362731,0.013699,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.318634,0.013699,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.290185,0.013699,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.300142,0.013699,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.290185,0.013699,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.125,0.25
0.004298,0.0,0.2,0.295875,0.027397,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.311522,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.278805,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.446657,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.429587,0.027397,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.294452,0.027397,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.274538,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.308677,0.027397,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.256046,0.027397,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.297297,0.034247,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.3101,0.034247,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.278805,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.266003,0.027397,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.294452,0.027397,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.291607,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.277383,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.267425,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.305832,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.285917,0.020548,0.642857,0.571429,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
0.004298,0.0,0.2,0.197724,0.020548,0.642857,0.642857,0.001005,0.018349,0.25,0.011472,0.016949,0.0,0.25
