1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.022131,0.0,0.0,0.168103,0.139913,0.054422,0.067669,0.001658,0.067669,0.045455,0.102515,0.057692,0.0,0.0
0.028821,0.0,0.051948,0.165948,0.168113,0.068027,0.067669,0.000414,0.067669,0.090909,0.103482,0.057692,0.0,0.0
0.021101,0.0,0.0,0.163793,0.17462,0.07483,0.052632,0.000414,0.067669,0.045455,0.102515,0.064103,0.0,0.0
0.025733,0.0,0.012987,0.105603,0.21692,0.061224,0.082707,0.000414,0.075188,0.090909,0.10058,0.057692,0.0,0.0
0.022645,0.0,0.025974,0.088362,0.229935,0.068027,0.075188,0.000414,0.075188,0.090909,0.099613,0.057692,0.0,0.0
0.022645,0.0,0.0,0.150862,0.25705,0.068027,0.082707,0.000414,0.075188,0.090909,0.098646,0.064103,0.0,0.0
0.024704,0.0,0.0,0.178879,0.250542,0.040816,0.067669,0.000414,0.067669,0.045455,0.097679,0.064103,0.0,0.0
0.019043,0.0,0.0,0.217672,0.250542,0.068027,0.06015,0.000414,0.075188,0.045455,0.096712,0.064103,0.0,0.0
0.025733,0.0,0.0,0.25,0.221258,0.068027,0.06015,0.000414,0.075188,0.090909,0.096712,0.051282,0.0,0.0
0.021101,0.0,0.0,0.226293,0.218004,0.027211,0.082707,0.000414,0.075188,0.045455,0.094778,0.064103,0.0,0.0
0.027792,0.0,0.0,0.237069,0.277657,0.054422,0.082707,0.000829,0.075188,0.090909,0.09381,0.057692,0.0,0.0
0.020587,0.0,0.012987,0.25,0.289588,0.054422,0.075188,0.000414,0.075188,0.045455,0.091876,0.064103,0.0,0.0
0.026248,0.0,0.0,0.234914,0.287419,0.07483,0.075188,0.000414,0.075188,0.090909,0.090909,0.064103,0.0,0.0
0.020587,0.0,0.0,0.237069,0.308026,0.068027,0.075188,0.000414,0.075188,0.090909,0.089942,0.064103,0.0,0.0
0.022645,0.0,0.012987,0.228448,0.308026,0.068027,0.082707,0.000414,0.075188,0.090909,0.089942,0.057692,0.0,0.0
0.025219,0.0,0.025974,0.228448,0.306941,0.068027,0.082707,0.000414,0.082707,0.045455,0.089942,0.064103,0.0,0.0
0.020072,0.0,0.0,0.193966,0.344902,0.068027,0.082707,0.000414,0.075188,0.045455,0.088975,0.064103,0.0,0.0
0.026248,0.0,0.0,0.234914,0.344902,0.07483,0.082707,0.000414,0.082707,0.045455,0.087041,0.064103,0.0,0.0
0.01544,0.0,0.0,0.226293,0.31128,0.068027,0.06015,0.000414,0.075188,0.045455,0.087041,0.064103,0.0,0.0
0.030365,0.0,0.0,0.230603,0.262473,0.07483,0.067669,0.000414,0.082707,0.090909,0.087041,0.070513,0.0,0.0
0.016984,0.0,0.0,0.161638,0.344902,0.054422,0.090226,0.000414,0.082707,0.045455,0.086074,0.070513,0.0,0.0
0.026763,0.0,0.0,0.226293,0.357918,0.068027,0.082707,0.000414,0.075188,0.045455,0.085106,0.064103,0.0,0.0
0.020072,0.0,0.0,0.211207,0.327549,0.07483,0.090226,0.000414,0.082707,0.045455,0.084139,0.064103,0.0,0.0
0.020072,0.0,0.0,0.221983,0.362256,0.081633,0.082707,0.000414,0.082707,0.045455,0.083172,0.076923,0.0,0.0
0.026248,0.0,0.0,0.221983,0.368764,0.07483,0.075188,0.000414,0.082707,0.045455,0.083172,0.070513,0.0,0.0
0.019557,0.0,0.0,0.213362,0.380694,0.07483,0.075188,0.000414,0.082707,0.090909,0.082205,0.064103,0.0,0.0
0.026248,0.0,0.0,0.219828,0.344902,0.07483,0.075188,0.000414,0.082707,0.090909,0.080271,0.070513,0.0,0.0
0.019557,0.0,0.0,0.196121,0.315618,0.068027,0.082707,0.000414,0.082707,0.090909,0.080271,0.064103,0.0,0.0
0.026248,0.0,0.0,0.213362,0.398048,0.07483,0.082707,0.000414,0.082707,0.090909,0.079304,0.070513,0.0,0.0
0.020072,0.0,0.0,0.206897,0.368764,0.068027,0.090226,0.000414,0.082707,0.045455,0.079304,0.070513,0.0,0.0
0.02316,0.0,0.0,0.230603,0.374187,0.07483,0.082707,0.000414,0.090226,0.090909,0.077369,0.070513,0.0,0.0
0.020072,0.0,0.0,0.219828,0.390456,0.07483,0.082707,0.000414,0.082707,0.045455,0.077369,0.070513,0.0,0.0
0.022645,0.0,0.0,0.189655,0.390456,0.07483,0.082707,0.000414,0.082707,0.045455,0.083172,0.076923,0.0,0.0
0.022131,0.0,0.0,0.200431,0.401302,0.081633,0.075188,0.000414,0.082707,0.045455,0.077369,0.076923,0.0,0.0
0.022645,0.0,0.0,0.204741,0.367679,0.07483,0.075188,0.000414,0.082707,0.045455,0.075435,0.076923,0.0,0.0
0.02316,0.0,0.0,0.209052,0.361171,0.07483,0.082707,0.000414,0.090226,0.045455,0.074468,0.076923,0.0,0.0
0.019557,0.0,0.012987,0.209052,0.293926,0.07483,0.075188,0.000414,0.082707,0.090909,0.073501,0.076923,0.0,0.0
0.025219,0.0,0.0,0.172414,0.443601,0.07483,0.082707,0.000414,0.082707,0.090909,0.073501,0.076923,0.0,0.0
0.020072,0.0,0.012987,0.193966,0.381779,0.07483,0.082707,0.000414,0.090226,0.045455,0.072534,0.076923,0.0,0.0
0.019557,0.0,0.012987,0.204741,0.396963,0.068027,0.082707,0.000414,0.090226,0.136364,0.072534,0.076923,0.0,0.0
0.025733,0.0,0.0,0.239224,0.420824,0.07483,0.082707,0.000414,0.105263,0.090909,0.071567,0.076923,0.0,0.0
0.019557,0.0,0.0,0.232759,0.39154,0.07483,0.075188,0.000414,0.090226,0.090909,0.0706,0.083333,0.0,0.0
0.026763,0.0,0.0,0.209052,0.383948,0.068027,0.067669,0.000414,0.090226,0.090909,0.069632,0.083333,0.0,0.0
0.020072,0.0,0.0,0.181034,0.318872,0.07483,0.075188,0.000414,0.090226,0.045455,0.068665,0.076923,0.0,0.0
0.024189,0.0,0.012987,0.170259,0.414317,0.068027,0.075188,0.000414,0.090226,0.045455,0.068665,0.076923,0.0,0.0
0.021616,0.0,0.0,0.176724,0.364425,0.07483,0.082707,0.000414,0.097744,0.045455,0.068665,0.083333,0.0,0.0
0.019043,0.0,0.0,0.215517,0.352495,0.07483,0.082707,0.000414,0.090226,0.045455,0.066731,0.076923,0.0,0.0
0.026248,0.0,0.0,0.178879,0.369848,0.07483,0.082707,0.000414,0.090226,0.045455,0.068665,0.076923,0.0,0.0
0.018013,0.0,0.0,0.196121,0.363341,0.07483,0.075188,0.000414,0.097744,0.045455,0.065764,0.076923,0.0,0.0
0.025733,0.0,0.0,0.189655,0.342733,0.068027,0.075188,0.000414,0.090226,0.045455,0.065764,0.083333,0.0,0.0
0.022131,0.0,0.0,0.213362,0.338395,0.068027,0.075188,0.000414,0.105263,0.045455,0.064797,0.083333,0.0,0.0
0.027277,0.0,0.0,0.196121,0.319957,0.068027,0.075188,0.000414,0.105263,0.045455,0.06383,0.083333,0.0,0.0
0.023675,0.0,0.0,0.1875,0.389371,0.07483,0.082707,0.000414,0.097744,0.090909,0.06383,0.083333,0.0,0.0
0.027277,0.0,0.0,0.19181,0.329718,0.07483,0.075188,0.000414,0.097744,0.090909,0.06383,0.083333,0.0,0.0
0.025219,0.0,0.0,0.165948,0.341649,0.068027,0.082707,0.000414,0.097744,0.045455,0.062863,0.083333,0.0,0.0
0.025219,0.0,0.0,0.185345,0.352495,0.068027,0.082707,0.000414,0.105263,0.045455,0.061896,0.089744,0.0,0.0
0.031909,0.0,0.0,0.209052,0.334056,0.068027,0.082707,0.000414,0.105263,0.045455,0.061896,0.089744,0.0,0.0
0.023675,0.0,0.0,0.185345,0.340564,0.068027,0.082707,0.000414,0.097744,0.090909,0.060928,0.089744,0.0,0.0
0.031395,0.0,0.0,0.181034,0.322126,0.07483,0.075188,0.000829,0.105263,0.045455,0.059961,0.089744,0.0,0.0
0.021616,0.0,0.0,0.163793,0.332972,0.07483,0.082707,0.000829,0.097744,0.045455,0.059961,0.089744,0.0,0.0
0.032424,0.0,0.0,0.198276,0.317787,0.068027,0.082707,0.000414,0.105263,0.045455,0.058994,0.089744,0.0,0.0
0.018528,0.0,0.0,0.18319,0.301518,0.068027,0.082707,0.000414,0.105263,0.045455,0.058994,0.089744,0.0,0.0
0.024189,0.0,0.0,0.198276,0.388286,0.068027,0.075188,0.000414,0.105263,0.045455,0.058994,0.089744,0.0,0.0
0.024189,0.0,0.012987,0.224138,0.324295,0.07483,0.067669,0.000829,0.105263,0.090909,0.05706,0.096154,0.0,0.0
0.022645,0.0,0.0,0.200431,0.350325,0.07483,0.075188,0.000829,0.112782,0.090909,0.05706,0.096154,0.0,0.0
0.027277,0.0,0.0,0.157328,0.355748,0.07483,0.082707,0.000829,0.120301,0.045455,0.055126,0.096154,0.0,0.0
0.020587,0.0,0.0,0.200431,0.359002,0.068027,0.082707,0.000414,0.112782,0.045455,0.056093,0.089744,0.0,0.0
0.027277,0.0,0.0,0.204741,0.359002,0.068027,0.082707,0.000829,0.112782,0.090909,0.055126,0.096154,0.0,0.0
0.022131,0.0,0.0,0.204741,0.353579,0.07483,0.082707,0.000829,0.120301,0.045455,0.055126,0.102564,0.0,0.0
0.026248,0.0,0.0,0.153017,0.32538,0.068027,0.075188,0.000829,0.105263,0.045455,0.054159,0.096154,0.0,0.0
0.022645,0.0,0.0,0.193966,0.290672,0.07483,0.082707,0.000829,0.112782,0.045455,0.053191,0.096154,0.0,0.0
0.021101,0.0,0.0,0.196121,0.352495,0.061224,0.067669,0.000829,0.112782,0.045455,0.053191,0.096154,0.0,0.0
0.02316,0.0,0.0,0.213362,0.344902,0.07483,0.075188,0.000829,0.12782,0.045455,0.054159,0.102564,0.0,0.0
0.024189,0.0,0.0,0.153017,0.353579,0.061224,0.082707,0.000414,0.112782,0.090909,0.052224,0.096154,0.0,0.0
0.021616,0.0,0.0,0.181034,0.328633,0.07483,0.082707,0.000829,0.12782,0.090909,0.051257,0.102564,0.0,0.0
0.022131,0.0,0.0,0.193966,0.322126,0.068027,0.075188,0.000829,0.120301,0.045455,0.05029,0.096154,0.0,0.0
0.022645,0.0,0.0,0.204741,0.292842,0.068027,0.082707,0.000829,0.12782,0.090909,0.051257,0.108974,0.0,0.0
0.019043,0.0,0.0,0.1875,0.259219,0.07483,0.075188,0.000829,0.112782,0.045455,0.05029,0.102564,0.0,0.0
0.022131,0.0,0.0,0.155172,0.345987,0.068027,0.075188,0.000829,0.12782,0.045455,0.049323,0.102564,0.0,0.0
0.022645,0.0,0.0,0.198276,0.321041,0.068027,0.075188,0.000829,0.120301,0.045455,0.049323,0.102564,0.0,0.0
0.018528,0.0,0.0,0.206897,0.302603,0.061224,0.075188,0.000829,0.135338,0.045455,0.049323,0.108974,0.0,0.0
0.023675,0.0,0.0,0.198276,0.334056,0.07483,0.067669,0.000829,0.135338,0.045455,0.049323,0.108974,0.0,0.0
0.018013,0.0,0.0,0.170259,0.32538,0.068027,0.082707,0.000829,0.12782,0.045455,0.048356,0.108974,0.0,0.0
0.024189,0.0,0.0,0.181034,0.332972,0.068027,0.067669,0.000829,0.12782,0.045455,0.047389,0.115385,0.0,0.0
0.018528,0.0,0.0,0.204741,0.329718,0.07483,0.075188,0.000829,0.135338,0.045455,0.047389,0.115385,0.0,0.0
0.018528,0.0,0.0,0.239224,0.303688,0.068027,0.082707,0.000829,0.135338,0.045455,0.046422,0.115385,0.0,0.0
0.021616,0.0,0.0,0.181034,0.298265,0.068027,0.082707,0.000829,0.135338,0.045455,0.046422,0.115385,0.0,0.0
0.01544,0.0,0.012987,0.168103,0.349241,0.07483,0.082707,0.000829,0.12782,0.045455,0.046422,0.108974,0.0,0.0
0.026763,0.0,0.0,0.193966,0.309111,0.068027,0.075188,0.000829,0.135338,0.090909,0.045455,0.108974,0.0,0.0
0.014411,0.0,0.0,0.140086,0.317787,0.068027,0.075188,0.000829,0.135338,0.045455,0.045455,0.115385,0.0,0.0
0.024704,0.0,0.0,0.185345,0.326464,0.07483,0.075188,0.000829,0.142857,0.045455,0.044487,0.121795,0.0,0.0
0.018528,0.0,0.0,0.170259,0.328633,0.07483,0.082707,0.000829,0.135338,0.045455,0.045455,0.115385,0.0,0.0
0.023675,0.0,0.0,0.159483,0.334056,0.068027,0.075188,0.000829,0.135338,0.045455,0.047389,0.115385,0.0,0.0
0.017499,0.0,0.0,0.226293,0.336226,0.07483,0.075188,0.000829,0.142857,0.045455,0.044487,0.121795,0.0,0.0
