1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.039195,0.058339,0.001642,0.023016,0.001312,0.001534,0.001213,0.013587,0.037611,0.006817,0.124051,0.102073,0.004858,0.09679
0.048729,0.048404,0.000626,0.043671,0.001169,0.000472,0.001096,0.007487,0.053471,0.017042,0.191139,0.069071,0.001868,0.054364
0.034958,0.044599,0.000235,0.406905,0.001503,0.000747,0.001174,0.003327,0.047036,0.005453,0.160759,0.050014,0.000374,0.114051
0.028602,0.053266,0.000938,0.303334,0.001169,0.000708,0.001057,0.001571,0.044408,0.006817,0.106329,0.046202,0.000374,0.095338
0.019068,0.044599,0.001173,0.231632,0.000883,0.001062,0.001017,0.003327,0.040602,0.002727,0.203797,0.040997,0.0,0.114857
0.007415,0.047347,0.001095,0.309826,0.001264,0.000983,0.000704,0.0061,0.04903,0.006135,0.277215,0.043971,0.0,0.088724
0.014831,0.047136,0.00086,0.128356,0.001145,0.001022,0.000352,0.007579,0.045496,0.013633,0.225316,0.043135,0.0,0.105824
0.019068,0.037624,0.001017,0.055769,0.001145,0.001101,0.001057,0.00305,0.049483,0.00818,0.260759,0.044436,0.001868,0.111308
0.025424,0.050095,0.00086,0.050752,0.001193,0.002438,0.001448,0.001941,0.040874,0.006135,0.187342,0.046017,0.000747,0.094047
0.026483,0.088776,0.001955,0.031868,0.000954,0.001455,0.001252,0.001202,0.025557,0.06544,0.148101,0.040067,0.000374,0.09066
0.01589,0.134644,0.002581,0.064326,0.001026,0.001691,0.000587,0.001386,0.04468,0.058623,0.178481,0.053268,0.0,0.140345
0.021186,0.220249,0.001564,0.166716,0.001288,0.000905,0.000626,0.001109,0.049212,0.04908,0.246835,0.057358,0.0,0.120987
0.033898,0.218347,0.001486,0.072293,0.000453,0.002242,0.001017,0.001386,0.041236,0.044308,0.172152,0.038301,0.0,0.129214
0.018008,0.276897,0.001095,0.037179,0.000477,0.000826,0.000783,0.003235,0.025104,0.019087,0.181013,0.041368,0.0,0.121955
0.006356,0.176073,0.000626,0.029212,0.001503,0.001612,0.000665,0.001571,0.023745,0.011588,0.194937,0.039044,0.0,0.106146
0.021186,0.220038,0.001408,0.030097,0.001002,0.00236,0.000391,0.001849,0.043321,0.009543,0.202532,0.037929,0.002242,0.100984
0.034958,0.194885,0.00219,0.072588,0.001026,0.001534,0.000352,0.000647,0.043321,0.008862,0.141772,0.040253,0.000747,0.067269
0.016949,0.200592,0.001799,0.14311,0.001312,0.001101,0.001409,0.001479,0.03308,0.005453,0.153165,0.036348,0.000374,0.075819
0.013771,0.221518,0.001877,0.099734,0.001909,0.001101,0.000861,0.002033,0.026645,0.012952,0.183544,0.028447,0.0,0.092757
0.029661,0.262735,0.001017,0.076719,0.001074,0.001062,0.00047,0.001849,0.022929,0.00818,0.172152,0.034768,0.0,0.100661
0.055085,0.297823,0.000391,0.077899,0.001121,0.001101,0.000548,0.001017,0.040421,0.007498,0.151899,0.039044,0.00299,0.112276
0.036017,0.268442,0.000156,0.078489,0.000549,0.000629,0.001017,0.003235,0.038064,0.002727,0.127848,0.034861,0.001121,0.077916
0.023305,0.258085,0.000313,0.0419,0.000763,0.000747,0.000587,0.004991,0.034802,0.001363,0.134177,0.027052,0.001868,0.078561
0.034958,0.330797,0.000782,0.033638,0.002099,0.001022,0.001604,0.003512,0.028911,0.000682,0.136709,0.042484,0.000747,0.054848
0.043432,0.252801,0.001329,0.039245,0.002004,0.000393,0.001409,0.002126,0.030361,0.004772,0.126582,0.047876,0.001121,0.073883
0.034958,0.244557,0.001955,0.052523,0.00136,0.000787,0.000939,0.004806,0.026011,0.023177,0.131646,0.033002,0.000374,0.070979
0.023305,0.256183,0.001877,0.042785,0.002028,0.000708,0.000548,0.002588,0.038245,0.023177,0.132911,0.0317,0.0,0.086788
0.032839,0.244557,0.001799,0.021835,0.001956,0.000472,0.003404,0.001479,0.029454,0.00818,0.11519,0.039602,0.0,0.117438
0.032839,0.255337,0.001017,0.022721,0.001241,0.000354,0.001917,0.001664,0.026645,0.01636,0.140506,0.044436,0.0,0.096951
0.029661,0.333333,0.000626,0.032458,0.003054,0.000747,0.000822,0.002588,0.060812,0.00818,0.143038,0.04016,0.002242,0.128408
0.027542,0.344959,0.002737,0.034228,0.001622,0.001258,0.00043,0.003605,0.053652,0.01227,0.131646,0.074649,0.000747,0.099371
0.013771,0.323187,0.003832,0.038064,0.001241,0.000629,0.000313,0.001941,0.056734,0.000682,0.134177,0.050665,0.0,0.067592
0.01589,0.292961,0.001408,0.054588,0.001503,0.00059,0.000822,0.002033,0.045677,0.00409,0.201266,0.051222,0.0,0.091466
0.067797,0.266751,0.001017,0.03895,0.000811,0.000472,0.00047,0.003327,0.064256,0.001363,0.134177,0.043321,0.0,0.096306
0.051907,0.254914,0.001955,0.037474,0.000763,0.000393,0.00047,0.001294,0.05329,0.000682,0.139241,0.03672,0.0,0.082917
0.040254,0.33904,0.001799,0.043376,0.001479,0.000669,0.003248,0.001202,0.054196,0.0,0.102532,0.038208,0.0,0.091628
0.029661,0.332276,0.001329,0.050162,0.001264,0.001612,0.002113,0.004437,0.045677,0.00409,0.129114,0.042019,0.0,0.081142
0.010593,0.236736,0.001564,0.033638,0.000668,0.00059,0.001643,0.002958,0.03743,0.01227,0.120253,0.04425,0.0,0.070818
0.021186,0.094695,0.002346,0.025966,0.000573,0.000511,0.000783,0.001109,0.03308,0.005453,0.136709,0.043135,0.0,0.076303
0.113347,0.095329,0.002111,0.035114,0.001288,0.000393,0.000587,0.001202,0.037792,0.010225,0.096203,0.034303,0.0,0.07969
0.058263,0.09089,0.002033,0.094423,0.001288,0.000747,0.000352,0.001941,0.035798,0.009543,0.112658,0.044901,0.0,0.093886
0.076271,0.075037,0.001408,0.048392,0.003364,0.000787,0.000274,0.001756,0.043593,0.003408,0.136709,0.041554,0.0,0.072592
0.083686,0.086451,0.000704,0.025081,0.002004,0.000393,0.000509,0.001017,0.029908,0.001363,0.113924,0.024263,0.0,0.063075
0.048729,0.086028,0.000938,0.090882,0.000525,0.001416,0.001017,0.002033,0.028095,0.00818,0.126582,0.031514,0.0,0.071302
0.029661,0.060452,0.000704,0.053408,0.000239,0.001612,0.000822,0.001017,0.038427,0.00818,0.272152,0.027238,0.001495,0.066301
0.010593,0.068062,0.000235,0.172912,0.000549,0.000708,0.001174,0.001756,0.038699,0.002727,0.264557,0.025472,0.00299,0.068237
0.018008,0.074614,0.001564,0.099144,0.001002,0.000551,0.001487,0.005084,0.025285,0.001363,0.189873,0.022497,0.001121,0.070979
0.055085,0.07546,0.003206,0.055179,0.001217,0.000472,0.001057,0.003327,0.023201,0.005453,0.108861,0.038022,0.000374,0.076464
0.027542,0.080533,0.00477,0.049572,0.000859,0.000393,0.000391,0.003327,0.024017,0.002045,0.131646,0.030213,0.0,0.056299
0.027542,0.066793,0.00219,0.029212,0.001455,0.001219,0.001057,0.002958,0.019485,0.00409,0.160759,0.021474,0.0,0.043717
0.013771,0.074826,0.000782,0.029802,0.000716,0.000511,0.000704,0.002496,0.028095,0.007498,0.096203,0.029469,0.0,0.055493
0.023305,0.083492,0.002111,0.019475,0.001097,0.000905,0.000274,0.001849,0.023382,0.002727,0.106329,0.024635,0.0,0.054041
0.126059,0.068273,0.00172,0.021835,0.000954,0.001062,7.8e-05,0.001386,0.02302,0.005453,0.102532,0.029841,0.0,0.059203
0.060381,0.086451,0.00219,0.013868,0.001408,0.001219,0.000157,0.001202,0.025104,0.018405,0.086076,0.046946,0.003363,0.036457
0.029661,0.082646,0.001329,0.032163,0.001694,0.00118,0.000313,0.000739,0.025467,0.010225,0.092405,0.036627,0.001121,0.041458
0.027542,0.072712,0.001799,0.030097,0.001288,0.000865,0.000978,0.00037,0.02302,0.009543,0.065823,0.029004,0.000374,0.068398
0.026483,0.061086,0.000626,0.025671,0.000787,0.000315,0.001448,0.000462,0.021842,0.003408,0.189873,0.024635,0.0,0.071947
0.028602,0.08159,0.000235,0.022721,0.000668,0.000118,0.001057,0.000555,0.047399,0.008862,0.193671,0.024077,0.0,0.046298
