1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.533195,0.071429,0.092219,0.167615,0.144977,0.124108,0.106108,0.000632,0.072653,0.308609,0.723142,0.068253,0.000309,0.315789
0.576976,0.0,0.074136,0.119785,0.155864,0.132411,0.115519,0.000425,0.071288,0.446386,0.716546,0.075862,0.000371,0.368421
0.512524,0.107143,0.071275,0.115878,0.166033,0.123124,0.132189,0.0003,0.078113,0.149814,0.716362,0.075414,0.000247,0.315789
0.527668,0.0,0.057892,0.086654,0.191401,0.121894,0.125238,0.000343,0.07417,0.081505,0.706895,0.06967,0.000495,0.368421
0.512022,0.0,0.083058,0.098224,0.213962,0.122386,0.107953,0.000343,0.074625,0.05285,0.694131,0.073251,0.000247,0.473684
0.543817,0.0,0.080981,0.121735,0.245308,0.126999,0.112136,0.000376,0.085773,0.084744,0.684358,0.069148,0.000247,0.368421
0.537716,0.071429,0.063341,0.17011,0.245052,0.142743,0.128314,0.000343,0.077355,0.094703,0.678068,0.068328,0.000371,0.421053
0.488839,0.0,0.038141,0.187048,0.230565,0.1369,0.064772,0.00036,0.082208,0.012403,0.671716,0.070491,0.000247,0.421053
0.537932,0.035714,0.062421,0.19746,0.212927,0.112177,0.072031,0.000343,0.086152,0.018024,0.667257,0.075265,0.000371,0.263158
0.509797,0.071429,0.085953,0.209967,0.197123,0.081796,0.073322,0.000376,0.0882,0.028411,0.659745,0.069819,0.000247,0.315789
0.544176,0.071429,0.084454,0.236008,0.240704,0.066482,0.082549,0.000621,0.093508,0.012281,0.648934,0.071908,0.000371,0.368421
0.538506,0.0,0.068585,0.236649,0.282968,0.071156,0.083595,0.000381,0.091385,0.010448,0.638185,0.07974,0.000186,0.368421
0.489844,0.0,0.043249,0.186779,0.29343,0.078844,0.084148,0.000343,0.084256,0.108389,0.626947,0.075489,0.000247,0.263158
0.504414,0.0,0.058573,0.162454,0.290514,0.087146,0.084517,0.000447,0.082891,0.298894,0.617602,0.082873,0.000557,0.368421
0.489055,0.035714,0.073216,0.215521,0.307374,0.093727,0.08095,0.00036,0.09002,0.292845,0.613754,0.084887,0.000247,0.368421
0.517405,0.107143,0.08425,0.217981,0.318469,0.094588,0.069324,0.000392,0.091688,0.176514,0.613449,0.083246,0.000371,0.526316
0.469246,0.142857,0.069232,0.179736,0.343191,0.094526,0.05044,0.000327,0.087062,0.110772,0.610884,0.08444,0.000247,0.368421
0.516974,0.035714,0.046995,0.200954,0.357705,0.088868,0.099219,0.000283,0.093053,0.108144,0.601539,0.088319,0.000309,0.315789
0.456542,0.035714,0.062489,0.212317,0.352414,0.072448,0.308729,0.000381,0.091006,0.082544,0.593905,0.086006,0.000186,0.421053
0.468456,0.035714,0.074749,0.191465,0.316491,0.054674,0.294458,0.000398,0.09184,0.120914,0.590851,0.085633,0.000309,0.578947
0.462068,0.035714,0.079006,0.137364,0.345742,0.289606,0.086363,0.000414,0.093887,0.059877,0.586698,0.088468,0.000247,0.421053
0.50183,0.035714,0.067529,0.14094,0.383597,0.296002,0.052777,0.000398,0.090626,0.050956,0.579674,0.088319,0.000247,0.421053
